,title,rating,genre,score,star,budget,runtime,star_net_worth,movie_star_rating
76406,Bullets Over Broadway,R,Comedy,7.4,John Cusack,20000000,98,50000000,B
76439,Intersection,R,Drama,5.4,Richard Gere,45000000,98,120000000,B
77114,Renaissance Man,PG-13,Comedy,6.2,Danny DeVito,40000000,128,80000000,B
77170,The Cowboy Way,PG-13,Action,5.9,Woody Harrelson,35000000,102,70000000,B
77479,Guarding Tess,PG-13,Comedy,6.2,Shirley MacLaine,20000000,96,50000000,B
77711,Death Wish: The Face of Death,R,Action,4.9,Charles Bronson,5000000,95,65000000,B
77754,I.Q.,PG,Comedy,6.2,Tim Robbins,25000000,100,70000000,B
78158,Love Affair,PG-13,Comedy,6,Warren Beatty,60000000,108,70000000,B
78206,Mixed Nuts,PG-13,Comedy,5.4,Steve Martin,15000000,97,140000000,B
78363,A Low Down Dirty Shame,R,Action,6,Keenen Ivory Wayans,10000000,108,65000000,B
78380,Swimming with Sharks,R,Comedy,7.1,Kevin Spacey,700000,93,100000000,B
78407,I Love Trouble,PG,Action,5.3,Nick Nolte,45000000,123,75000000,B
78618,Being Human,PG-13,Comedy,5.4,Robin Williams,40000000,122,50000000,B
78666,Jimmy Hollywood,R,Crime,5.3,Joe Pesci,30000000,112,50000000,B
78847,The Usual Suspects,R,Crime,8.5,Kevin Spacey,6000000,106,100000000,B
78865,Jumanji,PG,Adventure,7,Robin Williams,65000000,104,50000000,B
79072,Desperado,R,Action,7.2,Antonio Banderas,7000000,104,50000000,B
79229,Before Sunrise,R,Drama,8.1,Ethan Hawke,2500000,101,55000000,B
79309,Sense and Sensibility,PG,Drama,7.7,Emma Thompson,16000000,136,50000000,B
79409,Outbreak,R,Action,6.6,Dustin Hoffman,50000000,127,100000000,B
79464,The Quick and the Dead,R,Action,6.4,Sharon Stone,32000000,107,60000000,B
79645,Crimson Tide,R,Action,7.3,Gene Hackman,53000000,116,80000000,B
79788,Get Shorty,R,Comedy,6.9,Gene Hackman,30250000,105,80000000,B
79888,Dead Man Walking,R,Crime,7.5,Susan Sarandon,11000000,122,60000000,B
80022,Copycat,R,Drama,6.6,Sigourney Weaver,20000000,123,60000000,B
80080,Powder,PG-13,Drama,6.6,Mary Steenburgen,9500000,111,80000000,B
80239,The Prophecy,R,Action,6.5,Christopher Walken,8000000,98,50000000,B
80281,Dead Man,R,Adventure,7.6,Johnny Depp,9000000,121,150000000,B
80412,Father of the Bride Part II,PG,Comedy,6.1,Steve Martin,30000000,106,140000000,B
80576,Rob Roy,R,Adventure,6.9,Liam Neeson,28000000,139,145000000,B
80812,Wild Bill,R,Action,5.9,Jeff Bridges,30000000,98,100000000,B
80862,Boys on the Side,R,Comedy,6.5,Whoopi Goldberg,21000000,115,60000000,B
81372,Mighty Aphrodite,R,Comedy,7,Woody Allen,15000000,95,140000000,B
81693,Nick of Time,R,Action,6.3,Johnny Depp,33000000,90,150000000,B
81777,Safe,R,Drama,7.2,Julianne Moore,1000000,119,50000000,B
84136,The Englishman Who Went Up a Hill But Came Down a Mountain,PG,Comedy,6.6,Hugh Grant,40997769,99,150000000,B
84423,Bad Company,R,Crime,5.4,Ellen Barkin,15000000,108,80000000,B
84716,Top Dog,PG-13,Action,4.2,Chuck Norris,6000000,86,70000000,B
84816,An Awfully Big Adventure,R,Comedy,5.9,Hugh Grant,4000000,112,150000000,B
84835,Jefferson in Paris,PG-13,Biography,5.7,Nick Nolte,14000000,139,75000000,B
85265,Matilda,PG,Comedy,6.9,Danny DeVito,36000000,102,80000000,B
85313,Twister,PG-13,Action,6.4,Helen Hunt,92000000,113,75000000,B
85354,101 Dalmatians,G,Adventure,5.7,Glenn Close,75000000,103,50000000,B
85626,A Time to Kill,R,Crime,7.5,Matthew McConaughey,40000000,149,140000000,B
85667,Primal Fear,R,Crime,7.7,Richard Gere,30000000,129,120000000,B
85920,Bottle Rocket,R,Comedy,7,Luke Wilson,7000000,91,50000000,B
86255,The Birdcage,R,Comedy,7.1,Robin Williams,31000000,117,50000000,B
86300,Kingpin,PG-13,Comedy,6.9,Woody Harrelson,27000000,114,70000000,B
86407,The Frighteners,R,Comedy,7.1,Michael J. Fox,30000000,110,65000000,B
86470,Star Trek: First Contact,PG-13,Action,7.6,Patrick Stewart,45000000,111,70000000,B
86477,Swingers,R,Comedy,7.2,Vince Vaughn,200000,96,70000000,B
86556,Escape from L.A.,R,Action,5.7,Kurt Russell,50000000,101,100000000,B
86707,The First Wives Club,PG,Comedy,6.4,Goldie Hawn,26000000,103,90000000,B
86725,Set It Off,R,Action,6.9,Jada Pinkett Smith,9000000,123,50000000,B
86758,Executive Decision,R,Action,6.4,Kurt Russell,55000000,133,100000000,B
86790,Jack,PG-13,Comedy,5.8,Robin Williams,45000000,113,50000000,B
86967,White Squall,PG-13,Adventure,6.6,Jeff Bridges,38000000,129,100000000,B
87023,Emma,PG,Comedy,6.7,Gwyneth Paltrow,6000000,120,150000000,B
87327,The Crucible,PG-13,Drama,6.8,Daniel Day-Lewis,25000000,124,60000000,B
87451,Waiting for Guffman,R,Comedy,7.5,Christopher Guest,4000000,84,60000000,B
87827,Beavis and Butt-Head Do America,PG-13,Animation,6.8,Mike Judge,12000000,81,75000000,B
88034,Eye for an Eye,R,Crime,6.2,Sally Field,20000000,101,55000000,B
88160,The People vs. Larry Flynt,R,Biography,7.3,Woody Harrelson,36000000,130,70000000,B
88196,Down Periscope,PG-13,Comedy,6.2,Kelsey Grammer,31000000,92,80000000,B
88310,Mulholland Falls,R,Crime,6.3,Nick Nolte,29000000,107,75000000,B
88825,Michael Collins,R,Biography,7.2,Liam Neeson,25000000,133,145000000,B
88953,Bordello of Blood,R,Comedy,5.4,Dennis Miller,13000000,87,100000000,B
89270,Everyone Says I Love You,R,Comedy,6.7,Woody Allen,20000000,101,140000000,B
89665,Mrs. Winterbourne,PG-13,Comedy,6.2,Shirley MacLaine,25000000,105,50000000,B
89790,Ghosts of Mississippi,PG-13,Drama,6.7,Alec Baldwin,36000000,130,60000000,B
90120,If Lucy Fell,R,Comedy,4.9,Sarah Jessica Parker,5000000,92,150000000,B
90388,Extreme Measures,R,Crime,6.2,Hugh Grant,38000000,118,150000000,B
90423,A Thin Line Between Love and Hate,R,Comedy,5.7,Martin Lawrence,8000000,108,110000000,B
90559,The Pallbearer,PG-13,Comedy,5,David Schwimmer,8000000,98,100000000,B
90636,Eddie,PG-13,Comedy,5.2,Whoopi Goldberg,30000000,100,60000000,B
90707,City Hall,R,Drama,6.2,Al Pacino,40000000,111,120000000,B
90749,Twelfth Night,PG,Comedy,7.2,Helena Bonham Carter,5000000,134,60000000,B
90833,Sgt. Bilko,PG,Comedy,5.8,Steve Martin,39000000,93,140000000,B
90841,Heaven's Prisoners,R,Drama,5.8,Alec Baldwin,25000000,132,60000000,B
91024,The Funeral,R,Crime,6.6,Christopher Walken,12500000,99,50000000,B
91145,Schizopolis,Not Rated,Comedy,6.8,Steven Soderbergh,250000,96,80000000,B
92026,Ed,PG,Comedy,2.7,Matt LeBlanc,24000000,94,80000000,B
92611,Good Will Hunting,R,Drama,8.3,Robin Williams,10000000,126,50000000,B
92683,L.A. Confidential,R,Crime,8.2,Kevin Spacey,35000000,138,100000000,B
92781,Contact,PG,Drama,7.5,Jodie Foster,90000000,150,100000000,B
92905,Men in Black,PG-13,Action,7.3,Tommy Lee Jones,90000000,98,90000000,B
93033,Gattaca,PG-13,Drama,7.8,Ethan Hawke,36000000,106,55000000,B
93108,Alien: Resurrection,R,Action,6.2,Sigourney Weaver,75000000,109,60000000,B
93168,Donnie Brasco,R,Biography,7.7,Al Pacino,35000000,127,120000000,B
93203,Anastasia,G,Animation,7.2,Meg Ryan,50000000,94,85000000,B
93256,Fools Rush In,PG-13,Comedy,6.1,Matthew Perry,20000000,109,120000000,B
93272,Midnight in the Garden of Good and Evil,R,Crime,6.6,John Cusack,35000000,155,50000000,B
93520,Anaconda,PG-13,Action,4.8,Jon Voight,45000000,89,55000000,B
93788,Chasing Amy,R,Comedy,7.2,Ben Affleck,250000,113,150000000,B
93794,U Turn,R,Crime,6.7,Sean Penn,19000000,125,70000000,B
93842,Breakdown,R,Crime,6.9,Kurt Russell,36000000,93,100000000,B
94086,Vegas Vacation,PG,Comedy,6,Chevy Chase,25000000,93,50000000,B
94176,Grosse Pointe Blank,R,Action,7.3,John Cusack,15000000,107,50000000,B
94196,Spice World,PG,Comedy,3.5,Mel B,25000000,93,100000000,B
94309,The Borrowers,PG,Adventure,5.9,John Goodman,29000000,89,65000000,B
94401,Volcano,PG-13,Action,5.5,Tommy Lee Jones,90000000,104,90000000,B
94607,Flubber,PG,Comedy,5.3,Robin Williams,80000000,93,50000000,B
94705,Bean,PG-13,Adventure,6.5,Rowan Atkinson,18000000,89,150000000,B
94737,Wag the Dog,R,Comedy,7.1,Dustin Hoffman,15000000,97,100000000,B
94777,Jungle 2 Jungle,PG,Comedy,5.2,Tim Allen,32000000,105,100000000,B
95247,Nothing to Lose,R,Action,6.7,Martin Lawrence,25000000,98,110000000,B
95440,For Richer or Poorer,PG-13,Comedy,5.8,Tim Allen,35000000,115,100000000,B
95533,Rosewood,R,Action,7.2,Jon Voight,25000000,140,55000000,B
95666,Red Corner,R,Crime,6.3,Richard Gere,48000000,122,120000000,B
95675,Affliction,R,Drama,7,Nick Nolte,6000000,114,75000000,B
96016,Suicide Kings,R,Comedy,6.9,Christopher Walken,5000000,106,50000000,B
96124,Deconstructing Harry,R,Comedy,7.4,Woody Allen,20000000,96,140000000,B
96131,A Life Less Ordinary,R,Comedy,6.4,Cameron Diaz,12000000,103,140000000,B
96673,The Spanish Prisoner,PG,Drama,7.2,Steve Martin,10000000,110,140000000,B
96763,The Apostle,PG-13,Drama,7.2,Robert Duvall,5000000,134,70000000,B
96856,Anna Karenina,PG-13,Drama,6.3,Sophie Marceau,35000000,108,50000000,B
97050,Prefontaine,PG-13,Biography,6.8,Jared Leto,8000000,106,90000000,B
97327,Paradise Road,R,Drama,6.8,Glenn Close,16000000,122,50000000,B
97376,Fathers' Day,PG-13,Comedy,5.3,Robin Williams,85000000,98,50000000,B
97516,Gone Fishin',PG,Comedy,4.8,Joe Pesci,53000000,94,50000000,B
97565,Most Wanted,R,Action,5.6,Keenen Ivory Wayans,25000000,99,65000000,B
97633,8 Heads in a Duffel Bag,R,Adventure,5.4,Joe Pesci,3000000,95,50000000,B
97909,Playing God,R,Crime,5.6,David Duchovny,12000000,94,80000000,B
98081,The Big Lebowski,R,Comedy,8.1,Jeff Bridges,15000000,117,100000000,B
98326,Fear and Loathing in Las Vegas,R,Adventure,7.6,Johnny Depp,18500000,118,150000000,B
98336,Deep Impact,PG-13,Action,6.2,Robert Duvall,75000000,120,70000000,B
98345,There's Something About Mary,R,Comedy,7.1,Cameron Diaz,23000000,119,140000000,B
98386,A Bug's Life,G,Animation,7.2,Kevin Spacey,120000000,95,100000000,B
98522,Pleasantville,PG-13,Comedy,7.5,Tobey Maguire,60000000,124,75000000,B
98548,What Dreams May Come,PG-13,Drama,7,Robin Williams,85000000,113,50000000,B
98576,The Mask of Zorro,PG-13,Action,6.8,Antonio Banderas,95000000,136,50000000,B
98628,Ever After: A Cinderella Story,PG-13,Comedy,7,Drew Barrymore,26000000,121,125000000,B
98758,Shakespeare in Love,R,Comedy,7.1,Gwyneth Paltrow,25000000,123,150000000,B
98869,Star Trek: Insurrection,PG,Action,6.4,Patrick Stewart,58000000,103,70000000,B
98938,Urban Legend,R,Horror,5.6,Jared Leto,14000000,99,90000000,B
99363,Patch Adams,PG-13,Biography,6.8,Robin Williams,90000000,115,50000000,B
99373,Sphere,PG-13,Action,6.1,Dustin Hoffman,80000000,134,100000000,B
99390,U.S. Marshals,PG-13,Action,6.6,Tommy Lee Jones,60000000,131,90000000,B
99430,Elizabeth,R,Biography,7.4,Cate Blanchett,30000000,124,95000000,B
99498,Sliding Doors,PG-13,Comedy,6.7,Gwyneth Paltrow,6000000,99,150000000,B
99514,Psycho,R,Horror,4.6,Vince Vaughn,60000000,105,70000000,B
99564,Halloween H20: 20 Years Later,R,Horror,5.8,Jamie Lee Curtis,17000000,86,60000000,B
99731,Half Baked,R,Comedy,6.7,Dave Chappelle,8000000,82,50000000,B
99754,Antz,PG,Animation,6.5,Woody Allen,105000000,83,140000000,B
99897,Great Expectations,R,Drama,6.8,Ethan Hawke,25000000,111,55000000,B
100217,Soldier,R,Action,6,Kurt Russell,60000000,99,100000000,B
100318,The X Files,PG-13,Drama,7,David Duchovny,66000000,121,80000000,B
100351,The Replacement Killers,R,Action,6.2,Chow Yun-Fat,30000000,87,100000000,B
100359,Taxi,PG-13,Action,4.5,Queen Latifah,25000000,97,70000000,B
100451,Bulworth,R,Comedy,6.8,Warren Beatty,30000000,108,70000000,B
100574,Apt Pupil,R,Crime,6.7,Ian McKellen,14000000,111,60000000,B
100636,Celebrity,R,Comedy,6.3,Kenneth Branagh,12000000,113,60000000,B
100803,Gods and Monsters,R,Biography,7.4,Ian McKellen,10000000,105,60000000,B
100847,Twilight,R,Crime,6.2,Paul Newman,37000000,94,80000000,B
101089,Belly,R,Crime,6.2,Nas,3000000,96,100000000,B
102293,The Newton Boys,PG-13,Action,6.1,Matthew McConaughey,27000000,122,140000000,B
102600,Hideous Kinky,R,Adventure,6.1,Kate Winslet,12000000,98,65000000,B
103010,The Gingerbread Man,R,Crime,5.7,Kenneth Branagh,25000000,114,60000000,B
103204,Clay Pigeons,R,Comedy,6.6,Joaquin Phoenix,8000000,104,50000000,B
103302,Ringmaster,R,Comedy,3.2,Jerry Springer,20000000,90,60000000,B
103657,Hurlyburly,R,Comedy,5.9,Sean Penn,15000000,122,70000000,B
103665,Home Fries,PG-13,Comedy,5.1,Drew Barrymore,35000000,91,125000000,B
103935,American Beauty,R,Drama,8.3,Kevin Spacey,15000000,122,100000000,B
104048,Galaxy Quest,PG,Adventure,7.3,Tim Allen,45000000,102,100000000,B
104061,Notting Hill,PG-13,Comedy,7.1,Hugh Grant,42000000,124,150000000,B
104137,Stuart Little,PG,Adventure,5.9,Michael J. Fox,133000000,84,65000000,B
104194,Sleepy Hollow,R,Fantasy,7.3,Johnny Depp,100000000,105,150000000,B
104224,Lake Placid,R,Action,5.7,Bridget Fonda,35000000,82,50000000,B
104252,Dogma,R,Adventure,7.3,Ben Affleck,10000000,130,150000000,B
104322,Being John Malkovich,R,Comedy,7.7,John Cusack,13000000,113,50000000,B
104556,The Ninth Gate,R,Mystery,6.7,Johnny Depp,38000000,133,150000000,B
104619,The Insider,R,Biography,7.8,Russell Crowe,90000000,157,100000000,B
104645,The 13th Warrior,R,Action,6.6,Antonio Banderas,160000000,102,50000000,B
105244,Boys Don't Cry,R,Biography,7.5,Hilary Swank,2000000,118,60000000,B
105302,Never Been Kissed,PG-13,Comedy,6.1,Drew Barrymore,25000000,107,125000000,B
105346,Any Given Sunday,R,Drama,6.9,Al Pacino,55000000,162,120000000,B
105386,The Cider House Rules,PG-13,Drama,7.4,Tobey Maguire,24000000,126,75000000,B
105394,October Sky,PG,Biography,7.8,Jake Gyllenhaal,25000000,108,80000000,B
105403,The Haunting,PG-13,Fantasy,5,Liam Neeson,80000000,113,145000000,B
105819,Bowfinger,PG-13,Comedy,6.4,Steve Martin,55000000,97,140000000,B
105852,The Messenger: The Story of Joan of Arc,R,Adventure,6.4,Milla Jovovich,85000000,148,50000000,B
106000,Teaching Mrs. Tingle,PG-13,Comedy,5.3,Helen Mirren,13000000,96,100000000,B
106008,Bicentennial Man,PG,Comedy,6.9,Robin Williams,100000000,132,50000000,B
106082,Arlington Road,R,Action,7.2,Jeff Bridges,31000000,117,100000000,B
106143,Blue Streak,PG-13,Action,6.3,Martin Lawrence,65000000,93,110000000,B
106479,Virus,R,Action,5,Jamie Lee Curtis,75000000,99,60000000,B
106926,Anna and the King,PG-13,Drama,6.7,Jodie Foster,92000000,148,100000000,B
106967,"Mystery, Alaska",R,Comedy,6.7,Russell Crowe,28000000,119,100000000,B
107004,Anywhere But Here,PG-13,Comedy,6.2,Susan Sarandon,23000000,114,60000000,B
107049,Ride with the Devil,R,Drama,6.7,Tobey Maguire,38000000,138,75000000,B
107073,200 Cigarettes,R,Comedy,6,Ben Affleck,6000000,101,150000000,B
107082,Edtv,PG-13,Comedy,6.1,Matthew McConaughey,80000000,122,140000000,B
107473,Mickey Blue Eyes,PG-13,Comedy,5.9,Hugh Grant,75000000,102,150000000,B
107778,Pushing Tin,R,Comedy,6,John Cusack,33000000,124,50000000,B
107796,In Dreams,R,Drama,5.5,Annette Bening,30000000,100,70000000,B
108080,Sweet and Lowdown,PG-13,Comedy,7.2,Sean Penn,29750000,95,70000000,B
108275,Gloria,R,Crime,5.2,Sharon Stone,30000000,108,60000000,B
108379,Cookie's Fortune,PG-13,Comedy,6.9,Glenn Close,10000000,118,50000000,B
108442,The Corruptor,R,Action,6.1,Chow Yun-Fat,25000000,110,100000000,B
108449,Snow Falling on Cedars,PG-13,Drama,6.8,Ethan Hawke,35000000,127,55000000,B
108471,The Love Letter,PG-13,Comedy,5.5,Kate Capshaw,20000000,88,100000000,B
108807,Lost & Found,PG-13,Comedy,5.1,David Spade,30000000,100,60000000,B
109180,Play It to the Bone,R,Comedy,5.5,Woody Harrelson,24000000,124,70000000,B
109188,Jakob the Liar,PG-13,Drama,6.5,Robin Williams,45000000,120,50000000,B
109197,Cradle Will Rock,R,Drama,6.8,Hank Azaria,36000000,132,80000000,B
109390,The Out-of-Towners,PG-13,Comedy,5.5,Steve Martin,75000000,90,140000000,B
109547,American Psycho,R,Comedy,7.6,Christian Bale,7000000,101,120000000,B
109696,X-Men,PG-13,Action,7.4,Patrick Stewart,75000000,104,70000000,B
109829,Charlie's Angels,PG-13,Action,5.6,Cameron Diaz,93000000,98,140000000,B
110236,The Emperor's New Groove,G,Animation,7.4,David Spade,100000000,78,60000000,B
110254,"Crouching Tiger, Hidden Dragon",PG-13,Action,7.8,Chow Yun-Fat,17000000,120,100000000,B
110407,High Fidelity,R,Comedy,7.5,John Cusack,30000000,113,50000000,B
110505,U-571,PG-13,Action,6.6,Matthew McConaughey,62000000,116,140000000,B
110708,The Gift,R,Drama,6.7,Cate Blanchett,10000000,111,95000000,B
112076,Mission to Mars,PG,Adventure,5.7,Tim Robbins,100000000,114,70000000,B
112282,Pay It Forward,PG-13,Drama,7.2,Kevin Spacey,40000000,123,100000000,B
112335,Reindeer Games,R,Action,5.8,Ben Affleck,42000000,104,150000000,B
112372,102 Dalmatians,G,Adventure,4.9,Glenn Close,85000000,100,50000000,B
112557,Snow Day,PG,Adventure,5.1,Chevy Chase,13000000,89,50000000,B
112725,Big Momma's House,PG-13,Action,5.2,Martin Lawrence,30000000,99,110000000,B
112734,Drowning Mona,PG-13,Comedy,5.7,Danny DeVito,37000000,96,80000000,B
112839,Rules of Engagement,R,Drama,6.4,Tommy Lee Jones,60000000,128,90000000,B
113214,Hanging Up,PG-13,Comedy,4.9,Diane Keaton,60000000,94,100000000,B
113482,The Crimson Rivers,R,Crime,6.9,Jean Reno,14000000,106,70000000,B
113490,Proof of Life,R,Action,6.3,Meg Ryan,65000000,135,85000000,B
113524,Thomas and the Magic Railroad,G,Adventure,4.2,Alec Baldwin,19000000,85,60000000,B
113532,Tigerland,R,Drama,7,Colin Farrell,10000000,101,80000000,B
113554,Return to Me,PG,Comedy,6.9,David Duchovny,24000000,115,80000000,B
113761,Autumn in New York,PG-13,Drama,5.6,Richard Gere,65000000,103,120000000,B
113853,Bait,R,Action,5.8,Jamie Foxx,51000000,119,150000000,B
114110,Dr. T & the Women,R,Comedy,4.6,Richard Gere,23000000,122,120000000,B
114127,Woman on Top,R,Comedy,5.3,Penélope Cruz,8000000,92,75000000,B
114617,Small Time Crooks,PG,Comedy,6.7,Woody Allen,25000000,94,140000000,B
114630,Bounce,PG-13,Drama,5.7,Ben Affleck,35000000,106,150000000,B
115014,Nurse Betty,R,Comedy,6.2,Renée Zellweger,35000000,110,90000000,B
115583,The Specials,R,Action,5.8,Rob Lowe,1000000,82,100000000,B
115780,Gun Shy,R,Comedy,5.7,Liam Neeson,14000000,101,145000000,B
115838,Harry Potter and the Sorcerer's Stone,PG,Adventure,7.6,Daniel Radcliffe,125000000,152,110000000,B
115921,"Monsters, Inc.",G,Animation,8.1,Billy Crystal,115000000,92,60000000,B
115949,Donnie Darko,R,Drama,8,Jake Gyllenhaal,6000000,113,80000000,B
116017,A Beautiful Mind,PG-13,Biography,8.2,Russell Crowe,58000000,135,100000000,B
116042,Pearl Harbor,PG-13,Action,6.2,Ben Affleck,140000000,183,150000000,B
116051,The Royal Tenenbaums,R,Comedy,7.6,Gene Hackman,21000000,110,80000000,B
116152,Blow,R,Biography,7.6,Johnny Depp,53000000,124,150000000,B
116349,Joe Dirt,PG-13,Adventure,6,David Spade,17700000,91,60000000,B
116357,Atlantis: The Lost Empire,PG,Animation,6.9,Michael J. Fox,120000000,95,65000000,B
116391,Shallow Hal,PG-13,Comedy,5.9,Jack Black,40000000,114,50000000,B
116514,Evolution,PG-13,Comedy,6.1,David Duchovny,80000000,101,80000000,B
116598,Original Sin,R,Drama,6.1,Antonio Banderas,42000000,116,50000000,B
116690,Behind Enemy Lines,PG-13,Action,6.4,Gene Hackman,40000000,106,80000000,B
116923,Bridget Jones's Diary,R,Comedy,6.7,Renée Zellweger,25000000,97,90000000,B
116933,I Am Sam,PG-13,Drama,7.6,Sean Penn,22000000,132,70000000,B
116983,Lara Croft: Tomb Raider,PG-13,Action,5.8,Angelina Jolie,115000000,100,120000000,B
117093,Riding in Cars with Boys,PG-13,Biography,6.5,Drew Barrymore,48000000,132,125000000,B
117232,3000 Miles to Graceland,R,Action,6,Kurt Russell,62000000,125,100000000,B
117326,From Hell,R,Horror,6.8,Johnny Depp,35000000,122,150000000,B
117344,Heist,R,Action,6.5,Gene Hackman,39000000,109,80000000,B
117461,Serendipity,PG-13,Comedy,6.9,John Cusack,28000000,90,50000000,B
117569,American Outlaws,PG-13,Action,6,Colin Farrell,35000000,94,80000000,B
117699,K-PAX,PG-13,Drama,7.4,Kevin Spacey,68000000,120,100000000,B
117735,Kate & Leopold,PG-13,Comedy,6.4,Meg Ryan,48000000,118,85000000,B
117875,Pootie Tang,PG-13,Action,5.3,Chris Rock,7000000,81,60000000,B
117899,Bubble Boy,PG-13,Adventure,5.6,Jake Gyllenhaal,13000000,84,80000000,B
118442,Final Fantasy: The Spirits Within,PG-13,Animation,6.4,Alec Baldwin,137000000,106,60000000,B
118725,Cats & Dogs,PG,Action,5.1,Alec Baldwin,60000000,87,60000000,B
118772,The Believer,R,Drama,7.1,Ryan Gosling,1500000,98,70000000,B
119555,Buffalo Soldiers,R,Comedy,6.8,Joaquin Phoenix,15000000,98,50000000,B
119799,Made,R,Comedy,6.4,Vince Vaughn,5000000,95,70000000,B
119817,One Night at McCool's,R,Comedy,6.1,Liv Tyler,18000000,93,50000000,B
119882,Black Knight,PG-13,Adventure,4.9,Martin Lawrence,50000000,95,110000000,B
119909,The Shipping News,R,Drama,6.7,Kevin Spacey,38000000,111,100000000,B
120074,Just Visiting,PG-13,Adventure,5.8,Jean Reno,35000000,88,70000000,B
120176,Bones,R,Crime,4.3,Snoop Dogg,16000000,96,150000000,B
120294,What's the Worst That Could Happen?,PG-13,Comedy,5.5,Martin Lawrence,60000000,94,110000000,B
120472,Down to Earth,PG-13,Comedy,5.4,Chris Rock,49000000,87,60000000,B
120570,Tape,R,Drama,7.2,Ethan Hawke,100000,86,55000000,B
120770,The Affair of the Necklace,R,Drama,6.1,Hilary Swank,30000000,118,60000000,B
120855,Novocaine,R,Comedy,5.8,Steve Martin,8000000,95,140000000,B
120869,Charlotte Gray,PG-13,Drama,6.4,Cate Blanchett,20000000,121,95000000,B
120885,Spider-Man,PG-13,Action,7.3,Tobey Maguire,139000000,121,75000000,B
120967,The Sum of All Fears,PG-13,Action,6.4,Ben Affleck,68000000,124,150000000,B
121022,Harry Potter and the Chamber of Secrets,PG,Adventure,7.4,Daniel Radcliffe,100000000,161,110000000,B
121076,Resident Evil,R,Action,6.7,Milla Jovovich,33000000,100,50000000,B
121489,Reign of Fire,PG-13,Action,6.2,Matthew McConaughey,60000000,101,140000000,B
121765,Unfaithful,R,Drama,6.7,Richard Gere,50000000,124,120000000,B
121850,Panic Room,R,Crime,6.8,Jodie Foster,48000000,112,100000000,B
121864,Men in Black II,PG-13,Action,6.2,Tommy Lee Jones,140000000,88,90000000,B
121892,Chicago,PG-13,Comedy,7.2,Renée Zellweger,45000000,113,90000000,B
121980,The Sweetest Thing,R,Comedy,5.2,Cameron Diaz,43000000,84,140000000,B
122011,Equilibrium,R,Action,7.4,Christian Bale,20000000,107,120000000,B
122170,The Transporter,PG-13,Action,6.8,Jason Statham,21000000,92,90000000,B
122242,Van Wilder,R,Comedy,6.4,Ryan Reynolds,5000000,92,150000000,B
122309,Phone Booth,R,Crime,7,Colin Farrell,13000000,81,80000000,B
122317,About a Boy,PG-13,Comedy,7.1,Hugh Grant,30000000,101,150000000,B
122364,Star Trek: Nemesis,PG-13,Action,6.4,Patrick Stewart,60000000,116,70000000,B
122463,One Hour Photo,R,Drama,6.8,Robin Williams,12000000,96,50000000,B
122744,The Mothman Prophecies,PG-13,Drama,6.4,Richard Gere,32000000,119,120000000,B
122951,Death to Smoochy,R,Comedy,6.3,Robin Williams,50000000,109,50000000,B
